name,time (ms),CARR.AverageLayersDl,DRB.UEThpDl,DRB.UEThpUl,MM.HoExeInterReq,MM.HoExeInterSucc,MM.HoExeIntraReq,MM.HoExeIntraSucc,PEE.AvgPower,PEE.Energy,QosFlow.TotPdcpPduVolumeDl,QosFlow.TotPdcpPduVolumeUl,RRC.ConnEstabAtt.mo-Data,RRC.ConnEstabAtt.mo-VideoCall,RRC.ConnEstabAtt.mo-VoiceCall,RRC.ConnEstabFailCause.NetworkReject,RRC.ConnEstabSucc.mo-Data,RRC.ConnEstabSucc.mo-VideoCall,RRC.ConnEstabSucc.mo-VoiceCall,RRC.ConnMax,RRC.ConnMean,RRU.MaxLayerDlMimo,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,Viavi.Cell.AverageBeamsDl,Viavi.Cell.Name,Viavi.Geo.x,Viavi.Geo.y,Viavi.Geo.z,Viavi.GnbDuId,Viavi.NrCgi,Viavi.NrPci,Viavi.PEE.EnergyEfficiency,Viavi.QoS.Score,Viavi.Radio.antennaType,Viavi.Radio.azimuth,Viavi.Radio.power,Viavi.isEnergySaving,_FrameCnt,_Ns3FrameCnt
CellReports,1721194908924,1,0.012384799309074879,0.041338399052619934,0,0,26,26,49.50504684448242,0.024843718325785375,12.384799003601074,41.33839797973633,0,0,0,0,0,0,0,7,2,1,273,273,3,100,8,273,1,S1/N77/C2,-1655,1065,25,1,4240821235048450,2,342.6721496582031,62,1,120,37,0,1740,1741
CellReports,1721194908924,1,0.01551039982587099,0.023977600038051605,0,0,22,22,66.3863525390625,0.03397556730375828,15.51039981842041,23.97760009765625,0,0,0,0,0,0,0,11,9,1,273,273,5,100,15,273,1,S4/N77/C3,-1015,-80,25,4,4240821235048460,12,314.9442443847656,23,1,240,37,0,1740,1741
CellReports,1721194908924,1,0.050377603620290756,0.04163999855518341,0,0,52,52,59.63383102416992,0.026854469502613415,50.37760543823242,41.63999938964844,0,0,0,0,0,0,0,12,6,1,273,273,12,100,35,273,1,S7/N77/C1,-548,-1209,25,7,4240821235048467,19,451.8509521484375,84,1,0,37,0,1740,1741
CellReports,1721194908924,1,0.014180799946188927,0.04282720014452934,0,0,27,27,49.50504684448242,0.024909367851148487,14.18079948425293,42.82720184326172,0,0,0,0,0,0,0,8,3,1,273,273,3,100,10,273,1,S5/N77/C1,1425,-88,25,5,4240821235048461,13,313.4710693359375,85,1,0,37,0,1740,1741
CellReports,1721194907882,1,0.026945602148771286,0.041544798761606216,0,0,52,52,66.3863525390625,0.02683790455007713,26.945602416992188,41.5447998046875,0,0,0,0,0,0,0,12,6,1,273,273,7,100,19,273,1,S7/N77/C1,-548,-1209,25,7,4240821235048467,19,542.7742919921875,45,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.015518399886786938,0.04282720014452934,0,0,27,27,46.1287841796875,0.02489561644969918,15.518400192260742,42.82720184326172,0,0,0,0,0,0,0,8,3,1,273,273,4,100,11,273,1,S5/N77/C1,1425,-88,25,5,4240821235048461,13,307.4176025390625,81,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.010000799782574177,0.002899200189858675,0,0,35,35,167.6741943359375,0.03470271768854669,10.000800132751465,2.899200201034546,0,0,0,0,0,0,0,10,3,1,273,273,39,100,106,273,1,S2/N77/C2,-500,1136,25,2,4240821235048453,5,59.67763900756836,67,1,120,37,0,1739,1740
CellReports,1721194907882,1,0.012010401114821434,0.04083440080285072,0,0,13,13,76.51513671875,0.026099816314926094,12.010400772094727,40.83440017700195,0,0,0,0,0,0,0,6,5,1,273,273,3,100,8,273,1,S1/N77/C1,-1655,1065,25,1,4240821235048449,1,611.4555053710938,24,1,0,37,0,1739,1740
CellReports,1721194907882,1,0.019898399710655212,0.03996480256319046,0,0,30,30,63.01008987426758,0.029640201432708676,19.898399353027344,39.96480178833008,0,0,0,0,0,0,0,11,5,1,273,273,5,100,15,273,1,S5/N77/C2,1425,-88,25,5,4240821235048462,14,502.230712890625,40,1,120,37,0,1739,1740
CellReports,1721194907882,1,0.01568320021033287,0.03729519993066788,0,0,26,26,52.88130569458008,0.025687162155502534,15.683199882507324,37.29520034790039,0,0,0,0,0,0,0,7,3,1,273,273,4,100,11,273,1,S4/N77/C2,-1015,-80,25,4,4240821235048459,11,335.9069519042969,52,1,120,37,0,1739,1740
